Nearly sorted,30000,flash_sort,1550500
Nearly sorted,100000,selection_sort,9235191500
Nearly sorted,100000,selection_sort_optimize1,5698152200
Nearly sorted,100000,insertion_sort,660400
Nearly sorted,100000,binary_insertion_sort,15792200
Nearly sorted,100000,bubble_sort,10480316400
Nearly sorted,100000,bubble_sort_optimize1,3343782300
Nearly sorted,100000,shaker_sort,10559430400
Nearly sorted,100000,shaker_sort_optimize1,3228000
Nearly sorted,100000,shell_sort,3494200
Nearly sorted,100000,heap_sort,11974600
Nearly sorted,100000,merge_sort,17533200
Nearly sorted,100000,quick_sort,8502900
Nearly sorted,100000,couting_sort,472900
Nearly sorted,100000,radix_sort,3682900
Nearly sorted,100000,flash_sort,5186500
Nearly sorted,300000,selection_sort,84352396100
Nearly sorted,300000,selection_sort_optimize1,51595318700
Nearly sorted,300000,insertion_sort,1970100
Nearly sorted,300000,binary_insertion_sort,52375600
Nearly sorted,300000,bubble_sort,96246782900
Nearly sorted,300000,bubble_sort_optimize1,17548452000
Nearly sorted,300000,shaker_sort,98573585300
Nearly sorted,300000,shaker_sort_optimize1,9126300
Nearly sorted,300000,shell_sort,9477500
Nearly sorted,300000,heap_sort,37766700
Nearly sorted,300000,merge_sort,56951300
Nearly sorted,300000,quick_sort,26595600
Nearly sorted,300000,couting_sort,1472500
Nearly sorted,300000,radix_sort,11439900
Nearly sorted,300000,flash_sort,15773900
